"Sample","meth.class","meth.family","col"
"GSM2403210_6929806048_R05C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403211_6929806048_R06C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2403212_6929806048_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403213_6929806048_R02C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403214_6929806048_R04C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403215_6929806048_R05C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403216_6929806048_R06C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403217_7310440067_R01C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403218_7310440067_R02C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403219_7310440067_R04C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2403220_7310440067_R05C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403221_7310440067_R06C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403222_7310440067_R01C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403223_7310440067_R03C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403224_7310440067_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403225_7310440067_R06C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403226_6752625135_R01C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403227_6752625133_R06C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2403228_6752625135_R06C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403229_6969568124_R02C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403230_7310440009_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403231_7310440009_R06C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403232_7310440009_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403233_7310440006_R03C01","CONTR, CEBM","CONTR, CEBM","#bdbdbd"
"GSM2403234_7310440006_R02C01","CONTR, CEBM","CONTR, CEBM","#bdbdbd"
"GSM2403235_7310440006_R05C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403236_7310440006_R05C02","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403237_7310440006_R06C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403238_7310440006_R03C02","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403239_7310440006_R04C02","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403240_7310440009_R01C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403241_7970368141_R02C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403242_7970368141_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403243_7970368141_R04C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403244_7970376005_R06C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403245_7970376067_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403246_7970376067_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403247_7970376067_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403248_7970376055_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403249_7970368141_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403250_7970368141_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403251_7970368141_R03C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403252_7970368141_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403253_7970368141_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403254_7970376026_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403255_7970376026_R02C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403256_7970376026_R03C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2403257_7970376067_R03C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403258_7970376067_R04C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403259_7970376067_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403260_7970368167_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403261_7970368167_R02C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403262_7970368167_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403263_7970368167_R04C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403264_7970368167_R05C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403265_7970376026_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403266_7970376026_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403267_7970376026_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403268_7970376026_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403269_7970376067_R04C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403270_7970376067_R05C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403271_7970368167_R03C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403272_7970368167_R04C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403273_7970368167_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403274_7970376029_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403275_7970376029_R03C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403276_7970376026_R04C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403277_7970376026_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403278_7970376026_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403279_7970368168_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403280_7970368168_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403281_7970368168_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403282_7970368167_R06C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403283_7970376029_R01C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403284_7970376029_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403285_7970376029_R03C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403286_7970376029_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403287_7970376026_R05C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403288_7970376026_R06C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403289_7970368168_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403290_7970368168_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403291_7970368168_R03C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403292_7970368168_R04C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403293_7970368168_R05C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403294_7970368168_R06C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403295_7970376055_R01C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403296_7970376055_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403297_7970376029_R04C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403298_7970376005_R01C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403299_7970376005_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403300_7970376005_R03C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2403301_7970376005_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403302_7970376005_R05C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403303_7970368168_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403304_7970376055_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403305_7970376055_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403306_7970376055_R04C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403307_7970376029_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403308_7970376029_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403309_7970376005_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403310_7970376005_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403311_7970376005_R03C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403312_7970376005_R04C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403313_7970376005_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403314_7970376005_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403315_7970376067_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403316_7970376055_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403317_7970376055_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403318_7970376055_R05C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403319_7970376055_R06C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2403320_7970376055_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403321_7970376067_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403322_7970376067_R06C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403323_7990895142_R06C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2403324_7990895159_R06C02","ETMR","ETMR","#1693d6"
"GSM2403325_7990895095_R03C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403326_7990895095_R04C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403327_7990895095_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403328_7990895095_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403329_7990895159_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403330_7990895159_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403331_7990895127_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403332_7990895120_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403333_7990895120_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403334_7990895120_R03C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403335_7990895095_R04C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403336_7990895095_R05C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403337_7990895095_R06C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403338_7990895159_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403339_7990895159_R03C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403340_7990895142_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403341_7990895127_R05C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403342_7990895046_R01C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403343_7990895046_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403344_7990895120_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403345_7990895120_R03C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403346_7990895120_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403347_7990895120_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403348_7990895120_R06C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403349_7990908004_R01C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2403350_7990895159_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403351_7990895159_R03C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403352_7990895142_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403353_7990895142_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403354_7990895093_R01C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403355_7990895046_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403356_7990895046_R03C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403357_7990895046_R04C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2403358_7990895120_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403359_7990895120_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403360_7990895120_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403361_7990908004_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403362_7990908004_R02C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403363_7990908004_R03C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403364_7990895159_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403365_7990895142_R05C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403366_7990895093_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403367_7990895093_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403368_7990895046_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403369_7990895046_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403370_7990895046_R06C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403371_7990895127_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403372_7990895127_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403373_7990908004_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403374_7990908004_R03C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403375_7990895159_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403376_7990895159_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403377_7990895095_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403378_7990895093_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403379_7990895093_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403380_7990895046_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403381_7990895046_R06C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403382_7990895127_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403383_7990895127_R03C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403384_7990895127_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403385_7990895159_R05C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403386_7990895095_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403387_7990895095_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403388_7990895093_R03C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403389_7990895093_R04C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403390_7990895093_R06C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403391_7990895142_R01C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403392_7990895142_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403393_7990895127_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403394_7990908004_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403395_7990908004_R05C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403396_7990895120_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403397_7990895095_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403398_7990895095_R03C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403399_7990895093_R05C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403400_7990895093_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403401_7990895142_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403402_7990895142_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403403_8622007028_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403404_8622007028_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403405_8622007028_R06C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403406_8622007028_R01C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403407_8622007028_R02C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403408_8622007028_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403409_8622007028_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403410_8622007028_R06C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403411_8622007029_R01C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403412_8622007029_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403413_8622007029_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403414_8622007029_R04C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403415_8622007029_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403416_8622007029_R06C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403417_8622007029_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403418_8622007029_R03C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403419_8622007029_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403420_8622007029_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403421_8622007021_R05C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2403422_8622007021_R01C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403423_8622007021_R02C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403424_8622007027_R03C01","ETMR","ETMR","#1693d6"
"GSM2403425_8622007029_R06C02","GBM, G34","GBM, G34","#55c056"
"GSM2403426_8622007025_R01C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403427_8622007025_R03C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403428_8622007025_R04C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403429_8622007025_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403430_8622007026_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403431_8622007025_R02C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403432_8622007025_R03C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2403433_8622007025_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403434_8622007025_R05C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403435_8622007025_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403436_8622007026_R01C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403437_8622007026_R04C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403438_8622007026_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403439_8622007026_R06C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403440_8622007026_R03C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403441_8622007026_R06C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403442_8622007021_R06C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403443_8622007022_R01C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403444_8622007022_R02C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403445_8622007022_R03C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403446_8622007022_R04C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403447_8622007022_R06C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403448_8622007022_R02C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403449_8622007022_R03C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403450_8622007022_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403451_8622007022_R05C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403452_8622007023_R01C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403453_8622007023_R03C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2403454_8622007023_R05C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403455_8622007023_R02C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403456_8622007023_R03C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403457_8622007023_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403458_8622007023_R06C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403459_8622007021_R03C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403460_8622007021_R04C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403461_8622007021_R05C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403462_8622007027_R02C01","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403463_8622007027_R01C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2403464_8622007027_R06C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403465_8622007028_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403466_8622007027_R02C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403467_8622007028_R03C01","ETMR","ETMR","#1693d6"
"GSM2403468_8622007028_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2403469_8622007027_R05C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403470_8622007027_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403471_8622007011_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403472_8622007019_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403473_8622007011_R03C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403474_8622007019_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403475_8622007019_R06C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403476_8622007011_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403477_8622007013_R02C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403478_8622007013_R04C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403479_8622007013_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403480_8622007013_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403481_8622007013_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403482_8622007014_R02C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403483_8622007014_R06C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403484_8622007014_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403485_8622007014_R04C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403486_8622007019_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403487_8622007020_R02C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403488_8622007020_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403489_8622007063_R01C01","GBM, MID","MCF GBM ","#27780d"
"GSM2403490_8622007059_R03C02","DMG, K27","DMG, K27","#a3f187"
"GSM2403491_8622007058_R03C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403492_8622007058_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403493_8622007058_R01C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403494_8622007058_R06C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2403495_8622007058_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403496_8622007061_R03C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2403497_8622007061_R04C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403498_8622007061_R06C01","ETMR","ETMR","#1693d6"
"GSM2403499_8622007061_R02C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403500_8622007061_R04C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403501_8622007061_R05C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403502_8622007067_R05C02","HMB","HMB","#ed5cfc"
"GSM2403503_8622007068_R02C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403504_8622007069_R01C01","SCHW","SCHW","#ffe1b2"
"GSM2403505_8622007069_R06C01","SCHW","SCHW","#ffe1b2"
"GSM2403506_8622007067_R04C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403507_8622007067_R03C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2403508_8622007067_R04C02","SCHW","SCHW","#ffe1b2"
"GSM2403509_8622007070_R04C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403510_8622007069_R01C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403511_8622007069_R05C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403512_8622007069_R04C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403513_8622007069_R03C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403514_8622007069_R02C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403515_8622007070_R03C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403516_8622007065_R02C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403517_8622007066_R02C01","ETMR","ETMR","#1693d6"
"GSM2403518_8622007066_R04C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403519_8622007067_R06C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403520_8622007065_R06C01","ETMR","ETMR","#1693d6"
"GSM2403521_8622007066_R06C02","ETMR","ETMR","#1693d6"
"GSM2403522_8622007065_R01C01","ETMR","ETMR","#1693d6"
"GSM2403523_8622007066_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403524_8622007066_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403525_8622007067_R02C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403526_8622007069_R03C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403527_8622007069_R02C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403528_8622007068_R01C02","ETMR","ETMR","#1693d6"
"GSM2403529_8622007074_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2403530_8622007080_R01C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403531_8622007080_R02C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403532_8622007080_R03C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403533_8622007080_R04C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403534_8622007080_R06C01","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403535_8622007080_R03C02","CONTR, HEMI","CONTR, HEMI","#939393"
"GSM2403536_8622007072_R05C01","MNG","MNG","#d566d7"
"GSM2403537_8622007072_R06C01","MNG","MNG","#d566d7"
"GSM2403538_8622007072_R02C02","MNG","MNG","#d566d7"
