"Sample","meth.class","meth.family","col"
"GSM2404912_9968646165_R02C01","GBM, MES","MCF GBM ","#538533"
"GSM2404913_9968646165_R01C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404914_9968646165_R03C02","EWS","EWS","#ce69ec"
"GSM2404915_9968646165_R05C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404916_9968646167_R04C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404917_9968646167_R05C01","MB, WNT","MB, WNT","#6da7d9"
"GSM2404918_9968646167_R04C02","PXA","PXA","#7c46c9"
"GSM2404919_9969477013_R04C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404920_9969477013_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404921_9969477014_R01C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404922_9969477014_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404923_9969477014_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404924_9969477003_R01C02","EPN, YAP","EPN, YAP","#fe576c"
"GSM2404925_9969477006_R02C02","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404926_9969477003_R01C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404927_9969477003_R02C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404928_9968646098_R06C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404929_9968646096_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404930_9968646096_R05C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404931_9968646098_R03C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404932_9968646096_R06C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404933_9704031078_R01C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404934_9704031008_R03C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404935_9704031078_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404936_9704031075_R06C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404937_9704031075_R06C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404938_9704031008_R05C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404939_9704031078_R03C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404940_9704031075_R03C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404941_9704031019_R01C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404942_9704031075_R05C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404943_9704031008_R03C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404944_9704031019_R01C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404945_9769100123_R02C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404946_9704031078_R06C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404947_9704031078_R05C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404948_9704031075_R05C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404949_9704031075_R01C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404950_9704031014_R04C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404951_9704031008_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404952_9704031019_R06C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404953_9704031019_R02C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404954_9704031014_R03C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404955_9704031078_R04C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404956_9704031008_R01C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404957_9704031008_R05C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404958_9704031008_R04C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404959_9704031078_R05C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404960_9704031019_R03C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404961_9704031014_R04C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404962_9704031008_R06C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404963_9704031075_R03C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404964_9704031014_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404965_9704031014_R03C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404966_9704031075_R02C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404967_9704031019_R03C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404968_9769100123_R06C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404969_9704031078_R02C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404970_9704031078_R04C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404971_9769100123_R03C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404972_9704031075_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404973_9704031019_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404974_9704031008_R02C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404975_9704031014_R06C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404976_9704031014_R02C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404977_9704031008_R04C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404978_9704031075_R04C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404979_9769100123_R01C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404980_9704031019_R04C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404981_9769100123_R05C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404982_9704031014_R05C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404983_9704031019_R05C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404984_9769100123_R05C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404985_9704031075_R01C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404986_9704031014_R01C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404987_9704031008_R01C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404988_9704031075_R04C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404989_9704031014_R05C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404990_9704031014_R01C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404991_9769100123_R04C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404992_9704031078_R01C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404993_9769100123_R06C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404994_9704031019_R04C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404995_9969477031_R06C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404996_9969477017_R02C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404997_9969477017_R01C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404998_9969477017_R04C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404999_9969477018_R03C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405000_9969477018_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405001_9969477022_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405002_9969477022_R03C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405003_9969477022_R04C01","GBM, MES","MCF GBM ","#538533"
"GSM2405004_9969477022_R03C02","DLGNT","DLGNT","#d1723a"
"GSM2405005_9969477032_R06C01","GBM, RTK III","MCF GBM ","#78e435"
"GSM2405006_9969477031_R04C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2405007_9969477029_R03C02","GBM, MYCN","MCF GBM ","#48e948"
"GSM2405008_9969477031_R04C02","GBM, MID","MCF GBM ","#27780d"
"GSM2405009_9969477029_R06C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2405010_9969477043_R06C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2405011_9969477044_R01C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2405012_9969477044_R02C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2405013_9969477044_R03C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2405014_9969477044_R06C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2405015_9969477044_R02C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2405016_9969477044_R04C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2405017_9969477044_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2405018_9969477061_R01C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2405019_9969477063_R02C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2405020_9969477063_R06C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2405021_9969477055_R02C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2405022_9969477057_R02C01","PITUI","PITUI","#58d8db"
"GSM2405023_9969477057_R01C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2405024_9969477057_R02C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2405025_9969477058_R03C01","GBM, MES","MCF GBM ","#538533"
"GSM2405026_9969477058_R05C01","GBM, G34","GBM, G34","#55c056"
"GSM2405027_9969477063_R02C02","GBM, MID","MCF GBM ","#27780d"
"GSM2405028_9969477064_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405029_9969477064_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405030_9969477064_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405031_9969477065_R01C01","GBM, MES","MCF GBM ","#538533"
"GSM2405032_9969477065_R02C01","PXA","PXA","#7c46c9"
"GSM2405033_9969477080_R06C01","PXA","PXA","#7c46c9"
"GSM2405034_9969477080_R01C02","PXA","PXA","#7c46c9"
"GSM2405035_9969477074_R03C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2405036_9969477074_R06C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405037_9969477074_R03C02","GBM, MES","MCF GBM ","#538533"
"GSM2405038_9969477079_R01C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2405039_9969477079_R05C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2405040_9969477079_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405041_9969477079_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405042_9969477079_R05C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2405043_9969477079_R06C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2405044_9969477081_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405045_9969477083_R01C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405046_9969477081_R02C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405047_9969477081_R01C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405048_9969477081_R06C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2405049_9969477081_R03C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405050_9969477081_R05C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405051_9969477081_R04C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2405052_9969477081_R03C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2405053_9969477081_R04C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2405054_9969477089_R05C02","PXA","PXA","#7c46c9"
"GSM2405055_9969477086_R01C01","GBM, MID","MCF GBM ","#27780d"
"GSM2405056_9969477086_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405057_9969477086_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405058_9969477088_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405059_9969477088_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405060_9969477088_R06C02","GBM, MES","MCF GBM ","#538533"
"GSM2405061_9969477089_R06C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2405062_9969477090_R02C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2405063_9969477104_R01C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2405064_9969477104_R02C02","LGG, DIG DIA","LGG, DIG DIA","#cd4d00"
"GSM2405065_9969477104_R04C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2405066_9969477100_R05C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405067_9969477100_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405068_9969477100_R01C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2405069_9969477100_R02C02","GBM, MES","MCF GBM ","#538533"
"GSM2405070_9969477101_R02C01","MELAN","MELAN","#0b4068"
"GSM2405071_9969477101_R03C01","ETMR","ETMR","#1693d6"
"GSM2405072_9969477101_R05C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405073_9969477101_R01C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2405074_9969477101_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405075_9969477101_R03C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2405076_9969477102_R01C01","PXA","PXA","#7c46c9"
"GSM2405077_9969477102_R06C02","GBM, MES","MCF GBM ","#538533"
"GSM2405078_9969477098_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2405079_9969477098_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2405080_9969477098_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2405081_9969477098_R04C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2405082_9969477099_R02C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2405083_9969477111_R01C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2405084_9969477108_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405085_9969477107_R05C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2405086_9969477106_R05C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2405087_9969477121_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405088_9969477121_R01C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405089_9969477122_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405090_9969477122_R01C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2405091_9969477123_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405092_9969477123_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405093_9969477123_R02C02","PLASMA","PLASMA","#632f63"
"GSM2405094_9969477124_R04C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2405095_9969477124_R05C01","LGG, RGNT","LGG, RGNT","#f79246"
"GSM2405096_9855358018_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405097_9855358018_R06C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405098_9855358018_R01C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405099_9855358018_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405100_9855358023_R04C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405101_9855358023_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405102_9855358023_R06C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405103_9855358001_R05C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2405104_9855358001_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405105_9855358001_R06C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2405106_9855358003_R02C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2405107_9855358003_R05C01","PLASMA","PLASMA","#632f63"
"GSM2405108_9855358001_R02C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2405109_9855358001_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405110_9855358032_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405111_9855358032_R03C01","GBM, MID","MCF GBM ","#27780d"
"GSM2405112_9855358026_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405113_9855358026_R05C01","PLASMA","PLASMA","#632f63"
"GSM2405114_9855358026_R06C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2405115_9855358026_R01C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405116_9855358026_R03C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405117_9855358027_R03C01","PIN T, PB A","PIN T,  PB A","#cbf5af"
"GSM2405118_9855358027_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2405119_9855358027_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2405120_9855358031_R04C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405121_9855358031_R06C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2405122_9855358056_R01C02","HMB","HMB","#ed5cfc"
"GSM2405123_9855358056_R02C02","HMB","HMB","#ed5cfc"
"GSM2405124_9855358056_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405125_9855358056_R06C02","ANA PA","ANA PA","#734ba9"
"GSM2405126_9855358058_R01C01","CHORDM","CHORDM","#fa8cff"
"GSM2405127_9855358058_R03C01","CHORDM","CHORDM","#fa8cff"
"GSM2405128_9855358058_R04C01","CHORDM","CHORDM","#fa8cff"
"GSM2405129_9855358058_R06C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2405130_9855358058_R05C02","GBM, MES","MCF GBM ","#538533"
"GSM2405131_9855358065_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405132_9855358065_R01C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405133_9855358066_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405134_9855358068_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405135_9855358065_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405136_9855358066_R02C01","GBM, MES","MCF GBM ","#538533"
"GSM2405137_9855358066_R01C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405138_9855358068_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405139_9855358068_R06C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405140_9855358065_R05C01","GBM, MES","MCF GBM ","#538533"
"GSM2405141_9878820009_R06C02","EWS","EWS","#ce69ec"
"GSM2405142_9878820008_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405143_9878820030_R04C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405144_9878820017_R04C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2405145_9878820017_R05C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2405146_9878820017_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405147_9878820017_R03C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2405148_9878820018_R01C01","GBM, MID","MCF GBM ","#27780d"
"GSM2405149_9878820018_R03C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405150_9878820018_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405151_9878820018_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405152_9878820021_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405153_9878820021_R03C02","PXA","PXA","#7c46c9"
"GSM2405154_9878820021_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2405155_9878820021_R05C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405156_9878820021_R06C02","PLASMA","PLASMA","#632f63"
"GSM2405157_9878820030_R01C01","GBM, MES","MCF GBM ","#538533"
"GSM2405158_9878820030_R02C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2405159_9878820030_R04C01","LYMPHO","LYMPHO","#3c1b46"
"GSM2405160_9878820030_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405161_9878820062_R06C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2405162_9878820078_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405163_9878820082_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405164_9878820082_R04C02","GBM, MES","MCF GBM ","#538533"
"GSM2405165_9878820082_R06C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405166_9878820082_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405167_9878820083_R06C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405168_9878820084_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405169_9878820083_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405170_9878820066_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405171_9878820066_R05C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405172_9878820066_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405173_9878820068_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405174_9878820068_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405175_9878820078_R03C01","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2405176_9878820091_R01C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405177_9878820106_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405178_9878820106_R05C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405179_9878820106_R06C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405180_9878820104_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405181_9878820104_R01C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2405182_9878820104_R04C02","CHORDM","CHORDM","#fa8cff"
"GSM2405183_9878820105_R01C01","CHORDM","CHORDM","#fa8cff"
"GSM2405184_9878820105_R02C01","PLASMA","PLASMA","#632f63"
"GSM2405185_9878820105_R03C01","PLASMA","PLASMA","#632f63"
"GSM2405186_9878820105_R06C01","LGG, RGNT","LGG, RGNT","#f79246"
"GSM2405187_9878820105_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405188_9878820105_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405189_9878820119_R01C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405190_9878820117_R06C02","GBM, MES","MCF GBM ","#538533"
"GSM2405191_9878820119_R02C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405192_9878820119_R03C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405193_9878820117_R03C02","DMG, K27","DMG, K27","#a3f187"
"GSM2405194_9878820117_R04C02","GBM, G34","GBM, G34","#55c056"
"GSM2405195_9878820113_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405196_9878820107_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405197_9878820107_R04C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405198_9878820113_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405199_9878820107_R05C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2405200_9878820119_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405201_9878820138_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2405202_9878820138_R02C01","ETMR","ETMR","#1693d6"
"GSM2405203_9878820127_R02C02","PXA","PXA","#7c46c9"
"GSM2405204_9878820127_R04C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2405205_9878820121_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405206_9878820122_R03C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2405207_9878820123_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2405208_9878820123_R06C02","PIN T, PB A","PIN T,  PB A","#cbf5af"
"GSM2405209_9878820127_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2405210_9878820127_R04C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2405211_9878820127_R05C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2405212_9878820127_R06C01","GBM, MES","MCF GBM ","#538533"
"GSM2405213_9878820156_R06C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2405214_9878820140_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405215_9878820140_R03C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2405216_9878820140_R04C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2405217_9878820140_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405218_9878820156_R04C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2405219_9878820156_R06C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405220_9980102125_R04C01","IHG","IHG","#d0bbd8"
"GSM2405221_9980102125_R05C01","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2405222_9980102013_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405223_9980102032_R05C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2405224_9980102125_R01C02","RETB","RETB","#ff9755"
"GSM2405225_9980102125_R02C02","RETB","RETB","#ff9755"
"GSM2405226_9980102125_R03C02","RETB","RETB","#ff9755"
"GSM2405227_9878827210_R05C01","GBM, MES","MCF GBM ","#538533"
"GSM2405228_9878827211_R02C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2405229_9878827214_R04C01","RETB","RETB","#ff9755"
"GSM2405230_9878827214_R05C01","RETB","RETB","#ff9755"
"GSM2405231_9878827214_R06C01","RETB","RETB","#ff9755"
"GSM2405232_9878827214_R01C02","RETB","RETB","#ff9755"
"GSM2405233_9878827214_R02C02","RETB","RETB","#ff9755"
"GSM2405234_9878827214_R03C02","RETB","RETB","#ff9755"
"GSM2405235_9878827214_R04C02","RETB","RETB","#ff9755"
"GSM2405236_9878827214_R05C02","RETB","RETB","#ff9755"
"GSM2405237_9878827214_R06C02","RETB","RETB","#ff9755"
"GSM2405238_9878827214_R02C01","RETB","RETB","#ff9755"
"GSM2405239_9878827214_R03C01","RETB","RETB","#ff9755"
"GSM2405240_9878827220_R02C01","ANA PA","ANA PA","#734ba9"
"GSM2405241_9878827220_R04C01","ANA PA","ANA PA","#734ba9"
"GSM2405242_9878827221_R05C01","ENB, A","MCF ENB","#aa4a1c"
"GSM2405243_9878827221_R01C02","ENB, B","MCF ENB","#ff8339"
"GSM2405244_9878827221_R02C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2405245_9878827221_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2405246_9878827225_R02C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2405247_9878827225_R03C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2405248_9878827225_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2405249_9878827225_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405250_9878827227_R03C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2405251_9878827227_R04C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2405252_9878827227_R01C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2405253_9878827229_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2405254_10006823005_R01C01","RETB","RETB","#ff9755"
"GSM2405255_10006823005_R02C01","RETB","RETB","#ff9755"
"GSM2405256_10006823005_R03C01","RETB","RETB","#ff9755"
